id,city,json_data,collected_at
153,Rach Gia,"{'dt': 1759631980, 'id': 1568510, 'cod': 200, 'sys': {'sunset': 1759661286, 'country': 'VN', 'sunrise': 1759618078}, 'base': 'stations', 'main': {'temp': 29.39, 'humidity': 71, 'pressure': 1013, 'temp_max': 29.39, 'temp_min': 29.39, 'sea_level': 1013, 'feels_like': 33.81, 'grnd_level': 1013}, 'name': 'Rach Gia', 'wind': {'deg': 229, 'gust': 7.13, 'speed': 6.17}, 'coord': {'lat': 10.0167, 'lon': 105.0833}, 'clouds': {'all': 70}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:29.224168
154,Thanh Hóa,"{'dt': 1759632149, 'id': 1566166, 'cod': 200, 'sys': {'sunset': 1759660925, 'country': 'VN', 'sunrise': 1759618111}, 'base': 'stations', 'main': {'temp': 30.53, 'humidity': 68, 'pressure': 1009, 'temp_max': 30.53, 'temp_min': 30.53, 'sea_level': 1009, 'feels_like': 35.83, 'grnd_level': 1008}, 'name': 'Thanh Hóa', 'rain': {'1h': 6.83}, 'wind': {'deg': 314, 'gust': 2.82, 'speed': 2.21}, 'coord': {'lat': 19.8, 'lon': 105.7667}, 'clouds': {'all': 100}, 'weather': [{'id': 502, 'icon': '10d', 'main': 'Rain', 'description': 'mưa cường độ nặng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:29.439639
155,Thành Phố Cao Bằng,"{'dt': 1759631946, 'id': 1586185, 'cod': 200, 'sys': {'sunset': 1759660748, 'country': 'VN', 'sunrise': 1759618056}, 'base': 'stations', 'main': {'temp': 31.36, 'humidity': 58, 'pressure': 1010, 'temp_max': 31.36, 'temp_min': 31.36, 'sea_level': 1010, 'feels_like': 35.1, 'grnd_level': 959}, 'name': 'Thành Phố Cao Bằng', 'rain': {'1h': 0.34}, 'wind': {'deg': 63, 'gust': 3.02, 'speed': 0.93}, 'coord': {'lat': 22.6667, 'lon': 106.25}, 'clouds': {'all': 66}, 'weather': [{'id': 500, 'icon': '10d', 'main': 'Rain', 'description': 'mưa nhẹ'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:29.641448
156,Thành phố Hồ Chí Minh,"{'dt': 1759632148, 'id': 1566083, 'cod': 200, 'sys': {'sunset': 1759660892, 'country': 'VN', 'sunrise': 1759617712}, 'base': 'stations', 'main': {'temp': 30.49, 'humidity': 71, 'pressure': 1012, 'temp_max': 30.49, 'temp_min': 30.49, 'sea_level': 1012, 'feels_like': 36.53, 'grnd_level': 1012}, 'name': 'Thành phố Hồ Chí Minh', 'wind': {'deg': 226, 'gust': 5.06, 'speed': 3.63}, 'coord': {'lat': 10.75, 'lon': 106.6667}, 'clouds': {'all': 88}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:29.838484
157,Thành Phố Lạng Sơn,"{'dt': 1759632149, 'id': 1576633, 'cod': 200, 'sys': {'sunset': 1759660650, 'country': 'VN', 'sunrise': 1759617922}, 'base': 'stations', 'main': {'temp': 28.63, 'humidity': 68, 'pressure': 1010, 'temp_max': 28.63, 'temp_min': 28.63, 'sea_level': 1010, 'feels_like': 31.61, 'grnd_level': 965}, 'name': 'Thành Phố Lạng Sơn', 'rain': {'1h': 4.86}, 'wind': {'deg': 26, 'gust': 6.26, 'speed': 3.45}, 'coord': {'lat': 21.8333, 'lon': 106.7333}, 'clouds': {'all': 68}, 'weather': [{'id': 502, 'icon': '10d', 'main': 'Rain', 'description': 'mưa cường độ nặng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:30.162721
158,Thành Phố Sơn La,"{'dt': 1759632151, 'id': 1567681, 'cod': 200, 'sys': {'sunset': 1759661341, 'country': 'VN', 'sunrise': 1759618591}, 'base': 'stations', 'main': {'temp': 26.42, 'humidity': 77, 'pressure': 1011, 'temp_max': 26.42, 'temp_min': 26.42, 'sea_level': 1011, 'feels_like': 26.42, 'grnd_level': 924}, 'name': 'Thành Phố Sơn La', 'rain': {'1h': 0.84}, 'wind': {'deg': 60, 'gust': 0.54, 'speed': 0.6}, 'coord': {'lat': 21.3167, 'lon': 103.9}, 'clouds': {'all': 80}, 'weather': [{'id': 500, 'icon': '10d', 'main': 'Rain', 'description': 'mưa nhẹ'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:31.364059
159,Vũng Tàu,"{'dt': 1759632134, 'id': 1562414, 'cod': 200, 'sys': {'sunset': 1759660799, 'country': 'VN', 'sunrise': 1759617604}, 'base': 'stations', 'main': {'temp': 28.16, 'humidity': 76, 'pressure': 1013, 'temp_max': 28.16, 'temp_min': 28.16, 'sea_level': 1013, 'feels_like': 31.87, 'grnd_level': 1013}, 'name': 'Vũng Tàu', 'wind': {'deg': 232, 'gust': 5.44, 'speed': 4.5}, 'coord': {'lat': 10.346, 'lon': 107.0843}, 'clouds': {'all': 93}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-05 09:42:31.820704
160,Bắc Ninh,"{'dt': 1759718944, 'id': 1591449, 'cod': 200, 'sys': {'sunset': 1759747173, 'country': 'VN', 'sunrise': 1759704490}, 'base': 'stations', 'main': {'temp': 25.67, 'humidity': 86, 'pressure': 1005, 'temp_max': 25.67, 'temp_min': 25.67, 'sea_level': 1005, 'feels_like': 26.54, 'grnd_level': 1003}, 'name': 'Bắc Ninh', 'wind': {'deg': 234, 'gust': 6.64, 'speed': 4.65}, 'coord': {'lat': 21.1833, 'lon': 106.05}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:21.432268
161,Ben Tre,"{'dt': 1759719022, 'id': 1587976, 'cod': 200, 'sys': {'sunset': 1759747335, 'country': 'VN', 'sunrise': 1759704169}, 'base': 'stations', 'main': {'temp': 31.53, 'humidity': 60, 'pressure': 1013, 'temp_max': 31.53, 'temp_min': 31.53, 'sea_level': 1013, 'feels_like': 36, 'grnd_level': 1012}, 'name': 'Ben Tre', 'wind': {'deg': 250, 'gust': 4.77, 'speed': 2.73}, 'coord': {'lat': 10.2333, 'lon': 106.3833}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:21.649355
162,Buôn Ma Thuột,"{'dt': 1759718949, 'id': 1586896, 'cod': 200, 'sys': {'sunset': 1759746883, 'country': 'VN', 'sunrise': 1759703821}, 'base': 'stations', 'main': {'temp': 28.19, 'humidity': 62, 'pressure': 1013, 'temp_max': 28.19, 'temp_min': 28.19, 'sea_level': 1013, 'feels_like': 29.98, 'grnd_level': 967}, 'name': 'Buôn Ma Thuột', 'wind': {'deg': 241, 'gust': 5.26, 'speed': 2.02}, 'coord': {'lat': 12.6667, 'lon': 108.05}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:21.853227
163,Ðà Lạt,"{'dt': 1759719004, 'id': 1584071, 'cod': 200, 'sys': {'sunset': 1759746804, 'country': 'VN', 'sunrise': 1759703711}, 'base': 'stations', 'main': {'temp': 22.81, 'humidity': 62, 'pressure': 1015, 'temp_max': 22.81, 'temp_min': 22.81, 'sea_level': 1015, 'feels_like': 22.77, 'grnd_level': 859}, 'name': 'Ðà Lạt', 'wind': {'deg': 283, 'gust': 5.13, 'speed': 2.84}, 'coord': {'lat': 11.9465, 'lon': 108.4419}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:22.082375
164,Đà Nẵng,"{'dt': 1759718294, 'id': 1583992, 'cod': 200, 'sys': {'sunset': 1759746768, 'country': 'VN', 'sunrise': 1759703854}, 'base': 'stations', 'main': {'temp': 33.9, 'humidity': 59, 'pressure': 1009, 'temp_max': 33.9, 'temp_min': 33.9, 'sea_level': 1009, 'feels_like': 40.9, 'grnd_level': 1005}, 'name': 'Đà Nẵng', 'rain': {'1h': 0.53}, 'wind': {'deg': 254, 'gust': 3.79, 'speed': 1.07}, 'coord': {'lat': 16.0678, 'lon': 108.2208}, 'clouds': {'all': 100}, 'weather': [{'id': 500, 'icon': '10d', 'main': 'Rain', 'description': 'mưa nhẹ'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:22.301045
165,Hà Nội,"{'dt': 1759718753, 'id': 1581130, 'cod': 200, 'sys': {'sunset': 1759747227, 'country': 'VN', 'sunrise': 1759704536}, 'base': 'stations', 'main': {'temp': 25.5, 'humidity': 89, 'pressure': 1005, 'temp_max': 25.5, 'temp_min': 25.5, 'sea_level': 1005, 'feels_like': 26.43, 'grnd_level': 1004}, 'name': 'Hà Nội', 'wind': {'deg': 233, 'gust': 5.16, 'speed': 2.84}, 'coord': {'lat': 21.0245, 'lon': 105.8412}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:22.500732
166,Hải Phòng,"{'dt': 1759718302, 'id': 1581298, 'cod': 200, 'sys': {'sunset': 1759747029, 'country': 'VN', 'sunrise': 1759704330}, 'base': 'stations', 'main': {'temp': 25.44, 'humidity': 88, 'pressure': 1005, 'temp_max': 25.44, 'temp_min': 25.44, 'sea_level': 1005, 'feels_like': 26.34, 'grnd_level': 1005}, 'name': 'Hải Phòng', 'rain': {'1h': 0.1}, 'wind': {'deg': 218, 'gust': 6.95, 'speed': 3.48}, 'coord': {'lat': 20.8561, 'lon': 106.6822}, 'clouds': {'all': 100}, 'weather': [{'id': 500, 'icon': '10d', 'main': 'Rain', 'description': 'mưa nhẹ'}], 'timezone': 25200, 'visibility': 4380}",2025-10-06 09:50:22.690227
167,Hung Yen,"{'dt': 1759719023, 'id': 1580142, 'cod': 200, 'sys': {'sunset': 1759747182, 'country': 'VN', 'sunrise': 1759704474}, 'base': 'stations', 'main': {'temp': 25.94, 'humidity': 86, 'pressure': 1005, 'temp_max': 25.94, 'temp_min': 25.94, 'sea_level': 1005, 'feels_like': 26.84, 'grnd_level': 1004}, 'name': 'Hung Yen', 'wind': {'deg': 186, 'gust': 2.99, 'speed': 1.51}, 'coord': {'lat': 20.65, 'lon': 106.0667}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 6768}",2025-10-06 09:50:22.887101
168,Kon Tum,"{'dt': 1759718885, 'id': 1578500, 'cod': 200, 'sys': {'sunset': 1759746858, 'country': 'VN', 'sunrise': 1759703869}, 'base': 'stations', 'main': {'temp': 25.68, 'humidity': 77, 'pressure': 1013, 'temp_max': 25.68, 'temp_min': 25.68, 'sea_level': 1013, 'feels_like': 26.31, 'grnd_level': 942}, 'name': 'Kon Tum', 'rain': {'1h': 1.15}, 'wind': {'deg': 245, 'gust': 3.99, 'speed': 1.91}, 'coord': {'lat': 14.35, 'lon': 108}, 'clouds': {'all': 100}, 'weather': [{'id': 501, 'icon': '10d', 'main': 'Rain', 'description': 'mưa vừa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:23.071855
169,Lai Chau,"{'dt': 1759718802, 'id': 1570815, 'cod': 200, 'sys': {'sunset': 1759747768, 'country': 'VN', 'sunrise': 1759705142}, 'base': 'stations', 'main': {'temp': 23.29, 'humidity': 85, 'pressure': 1009, 'temp_max': 23.29, 'temp_min': 23.29, 'sea_level': 1009, 'feels_like': 23.89, 'grnd_level': 887}, 'name': 'Lai Chau', 'rain': {'1h': 6.48}, 'wind': {'deg': 40, 'gust': 1.62, 'speed': 0.87}, 'coord': {'lat': 22.3997, 'lon': 103.4517}, 'clouds': {'all': 90}, 'weather': [{'id': 502, 'icon': '10d', 'main': 'Rain', 'description': 'mưa cường độ nặng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:23.271296
170,Nha Trang,"{'dt': 1759718463, 'id': 1572151, 'cod': 200, 'sys': {'sunset': 1759746620, 'country': 'VN', 'sunrise': 1759703540}, 'base': 'stations', 'main': {'temp': 32.95, 'humidity': 57, 'pressure': 1011, 'temp_max': 32.95, 'temp_min': 32.95, 'sea_level': 1011, 'feels_like': 38.35, 'grnd_level': 1002}, 'name': 'Nha Trang', 'wind': {'deg': 44, 'gust': 0.71, 'speed': 0.57}, 'coord': {'lat': 12.25, 'lon': 109.1833}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:23.465877
171,Rach Gia,"{'dt': 1759719012, 'id': 1568510, 'cod': 200, 'sys': {'sunset': 1759747651, 'country': 'VN', 'sunrise': 1759704476}, 'base': 'stations', 'main': {'temp': 29.4, 'humidity': 69, 'pressure': 1013, 'temp_max': 29.4, 'temp_min': 29.4, 'sea_level': 1013, 'feels_like': 33.42, 'grnd_level': 1013}, 'name': 'Rach Gia', 'wind': {'deg': 250, 'gust': 7.21, 'speed': 6.17}, 'coord': {'lat': 10.0167, 'lon': 105.0833}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:23.665394
172,Thanh Hóa,"{'dt': 1759718941, 'id': 1566166, 'cod': 200, 'sys': {'sunset': 1759747273, 'country': 'VN', 'sunrise': 1759704526}, 'base': 'stations', 'main': {'temp': 25.67, 'humidity': 89, 'pressure': 1006, 'temp_max': 25.67, 'temp_min': 25.67, 'sea_level': 1006, 'feels_like': 26.62, 'grnd_level': 1005}, 'name': 'Thanh Hóa', 'wind': {'deg': 223, 'gust': 2.09, 'speed': 1.27}, 'coord': {'lat': 19.8, 'lon': 105.7667}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:23.853341
173,Thành Phố Cao Bằng,"{'dt': 1759718887, 'id': 1586185, 'cod': 200, 'sys': {'sunset': 1759747091, 'country': 'VN', 'sunrise': 1759704476}, 'base': 'stations', 'main': {'temp': 22.54, 'humidity': 95, 'pressure': 1003, 'temp_max': 22.54, 'temp_min': 22.54, 'sea_level': 1003, 'feels_like': 23.33, 'grnd_level': 952}, 'name': 'Thành Phố Cao Bằng', 'rain': {'1h': 2.59}, 'wind': {'deg': 359, 'gust': 16.77, 'speed': 6.11}, 'coord': {'lat': 22.6667, 'lon': 106.25}, 'clouds': {'all': 100}, 'weather': [{'id': 501, 'icon': '10d', 'main': 'Rain', 'description': 'mưa vừa'}], 'timezone': 25200, 'visibility': 4157}",2025-10-06 09:50:24.040813
174,Thành phố Hồ Chí Minh,"{'dt': 1759718465, 'id': 1566083, 'cod': 200, 'sys': {'sunset': 1759747256, 'country': 'VN', 'sunrise': 1759704112}, 'base': 'stations', 'main': {'temp': 31.6, 'humidity': 60, 'pressure': 1012, 'temp_max': 31.6, 'temp_min': 31.6, 'sea_level': 1012, 'feels_like': 36.16, 'grnd_level': 1012}, 'name': 'Thành phố Hồ Chí Minh', 'wind': {'deg': 251, 'gust': 5.04, 'speed': 3.36}, 'coord': {'lat': 10.75, 'lon': 106.6667}, 'clouds': {'all': 94}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:24.222576
175,Thành Phố Lạng Sơn,"{'dt': 1759719024, 'id': 1576633, 'cod': 200, 'sys': {'sunset': 1759746994, 'country': 'VN', 'sunrise': 1759704341}, 'base': 'stations', 'main': {'temp': 21.38, 'humidity': 97, 'pressure': 1001, 'temp_max': 21.38, 'temp_min': 21.38, 'sea_level': 1001, 'feels_like': 22.11, 'grnd_level': 956}, 'name': 'Thành Phố Lạng Sơn', 'rain': {'1h': 8.74}, 'wind': {'deg': 245, 'gust': 14.36, 'speed': 7.83}, 'coord': {'lat': 21.8333, 'lon': 106.7333}, 'clouds': {'all': 100}, 'weather': [{'id': 502, 'icon': '10d', 'main': 'Rain', 'description': 'mưa cường độ nặng'}], 'timezone': 25200, 'visibility': 3112}",2025-10-06 09:50:24.625722
176,Thành Phố Sơn La,"{'dt': 1759719025, 'id': 1567681, 'cod': 200, 'sys': {'sunset': 1759747686, 'country': 'VN', 'sunrise': 1759705009}, 'base': 'stations', 'main': {'temp': 25.03, 'humidity': 83, 'pressure': 1008, 'temp_max': 25.03, 'temp_min': 25.03, 'sea_level': 1008, 'feels_like': 25.76, 'grnd_level': 921}, 'name': 'Thành Phố Sơn La', 'rain': {'1h': 0.79}, 'wind': {'deg': 342, 'gust': 1.52, 'speed': 0.77}, 'coord': {'lat': 21.3167, 'lon': 103.9}, 'clouds': {'all': 99}, 'weather': [{'id': 500, 'icon': '10d', 'main': 'Rain', 'description': 'mưa nhẹ'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:25.105537
177,Vũng Tàu,"{'dt': 1759718512, 'id': 1562414, 'cod': 200, 'sys': {'sunset': 1759747164, 'country': 'VN', 'sunrise': 1759704003}, 'base': 'stations', 'main': {'temp': 30, 'humidity': 69, 'pressure': 1013, 'temp_max': 30, 'temp_min': 30, 'sea_level': 1013, 'feels_like': 34.8, 'grnd_level': 1013}, 'name': 'Vũng Tàu', 'wind': {'deg': 267, 'gust': 5.48, 'speed': 3.98}, 'coord': {'lat': 10.346, 'lon': 107.0843}, 'clouds': {'all': 99}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-06 09:50:25.280029
