id,city,json_data,collected_at
77,"Vinh Long,VN","{'dt': 1759460149, 'id': 1562693, 'cod': 200, 'sys': {'sunset': 1759488341, 'country': 'VN', 'sunrise': 1759445075}, 'base': 'stations', 'main': {'temp': 30.8, 'humidity': 61, 'pressure': 1012, 'temp_max': 30.8, 'temp_min': 30.8, 'sea_level': 1012, 'feels_like': 34.67, 'grnd_level': 1012}, 'name': 'Vinh Long', 'wind': {'deg': 162, 'gust': 2.17, 'speed': 2.14}, 'coord': {'lat': 10.25, 'lon': 105.9667}, 'clouds': {'all': 71}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:23.107237
78,"Vinh Yen,VN","{'dt': 1759460243, 'id': 1562548, 'cod': 200, 'sys': {'sunset': 1759488244, 'country': 'VN', 'sunrise': 1759445350}, 'base': 'stations', 'main': {'temp': 29.33, 'humidity': 68, 'pressure': 1013, 'temp_max': 29.33, 'temp_min': 29.33, 'sea_level': 1013, 'feels_like': 33.06, 'grnd_level': 1006}, 'name': 'Vinh Yen', 'wind': {'deg': 133, 'gust': 3.26, 'speed': 2.78}, 'coord': {'lat': 21.31, 'lon': 105.5967}, 'clouds': {'all': 76}, 'weather': [{'id': 803, 'icon': '04d', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:23.552353
79,"Yen Bai,VN","{'dt': 1759460243, 'id': 1560349, 'cod': 200, 'sys': {'sunset': 1759488413, 'country': 'VN', 'sunrise': 1759445532}, 'base': 'stations', 'main': {'temp': 25.9, 'humidity': 88, 'pressure': 1013, 'temp_max': 25.9, 'temp_min': 25.9, 'sea_level': 1013, 'feels_like': 26.84, 'grnd_level': 996}, 'name': 'Yen Bai', 'wind': {'deg': 145, 'gust': 2.58, 'speed': 1.11}, 'coord': {'lat': 21.7, 'lon': 104.8667}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04d', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-03 09:57:23.843302
80,"Hanoi,VN","{'dt': 1759588452, 'id': 1581130, 'cod': 200, 'sys': {'sunset': 1759574536, 'country': 'VN', 'sunrise': 1759531702}, 'base': 'stations', 'main': {'temp': 26.68, 'humidity': 84, 'pressure': 1011, 'temp_max': 26.68, 'temp_min': 26.68, 'sea_level': 1011, 'feels_like': 29.35, 'grnd_level': 1010}, 'name': 'Hà Nội', 'wind': {'deg': 175, 'gust': 4, 'speed': 2.13}, 'coord': {'lat': 21.0245, 'lon': 105.8412}, 'clouds': {'all': 9}, 'weather': [{'id': 800, 'icon': '01n', 'main': 'Clear', 'description': 'bầu trời quang đãng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:37:37.056803
81,"Ho Chi Minh City,VN","{'dt': 1759588553, 'id': 1566083, 'cod': 200, 'sys': {'sunset': 1759574528, 'country': 'VN', 'sunrise': 1759531314}, 'base': 'stations', 'main': {'temp': 26.87, 'humidity': 88, 'pressure': 1012, 'temp_max': 26.87, 'temp_min': 26.87, 'sea_level': 1012, 'feels_like': 30.18, 'grnd_level': 1012}, 'name': 'Thành phố Hồ Chí Minh', 'wind': {'deg': 191, 'gust': 6.61, 'speed': 2.36}, 'coord': {'lat': 10.75, 'lon': 106.6667}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:37:37.362811
82,"Haiphong,VN","{'dt': 1759588535, 'id': 1581298, 'cod': 200, 'sys': {'sunset': 1759574337, 'country': 'VN', 'sunrise': 1759531497}, 'base': 'stations', 'main': {'temp': 27.68, 'humidity': 86, 'pressure': 1010, 'temp_max': 27.68, 'temp_min': 27.68, 'sea_level': 1010, 'feels_like': 32.15, 'grnd_level': 1010}, 'name': 'Hải Phòng', 'wind': {'deg': 91, 'gust': 1.87, 'speed': 1.5}, 'coord': {'lat': 20.8561, 'lon': 106.6822}, 'clouds': {'all': 26}, 'weather': [{'id': 802, 'icon': '03n', 'main': 'Clouds', 'description': 'mây rải rác'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:37:37.562234
83,"Da Nang,VN","{'dt': 1759588500, 'id': 1583992, 'cod': 200, 'sys': {'sunset': 1759574058, 'country': 'VN', 'sunrise': 1759531038}, 'base': 'stations', 'main': {'temp': 26.59, 'humidity': 88, 'pressure': 1010, 'temp_max': 26.59, 'temp_min': 26.59, 'sea_level': 1010, 'feels_like': 26.59, 'grnd_level': 1006}, 'name': 'Đà Nẵng', 'wind': {'deg': 234, 'gust': 3.95, 'speed': 3.48}, 'coord': {'lat': 16.0678, 'lon': 108.2208}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:37:37.760688
84,"Can Tho,VN","{'dt': 1759588591, 'id': 1586203, 'cod': 200, 'sys': {'sunset': 1759574753, 'country': 'VN', 'sunrise': 1759531513}, 'base': 'stations', 'main': {'temp': 26.1, 'humidity': 89, 'pressure': 1012, 'temp_max': 26.1, 'temp_min': 26.1, 'sea_level': 1012, 'feels_like': 26.1, 'grnd_level': 1012}, 'name': 'Cần Thơ', 'wind': {'deg': 221, 'gust': 4.2, 'speed': 2.08}, 'coord': {'lat': 10.0333, 'lon': 105.7833}, 'clouds': {'all': 98}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:37:38.008699
85,"An Giang,VN","{'dt': 1759588657, 'id': 1594446, 'cod': 200, 'sys': {'sunset': 1759574892, 'country': 'VN', 'sunrise': 1759531669}, 'base': 'stations', 'main': {'temp': 26.89, 'humidity': 80, 'pressure': 1012, 'temp_max': 26.89, 'temp_min': 26.89, 'sea_level': 1012, 'feels_like': 29.5, 'grnd_level': 1011}, 'name': 'An Giang', 'wind': {'deg': 211, 'gust': 5.31, 'speed': 2.69}, 'coord': {'lat': 10.5, 'lon': 105.1667}, 'clouds': {'all': 74}, 'weather': [{'id': 803, 'icon': '04n', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:37:38.208953
86,"Vung Tau,VN","{'dt': 1759588488, 'id': 1562414, 'cod': 200, 'sys': {'sunset': 1759574435, 'country': 'VN', 'sunrise': 1759531206}, 'base': 'stations', 'main': {'temp': 27.04, 'humidity': 81, 'pressure': 1012, 'temp_max': 27.04, 'temp_min': 27.04, 'sea_level': 1012, 'feels_like': 29.93, 'grnd_level': 1012}, 'name': 'Vũng Tàu', 'wind': {'deg': 218, 'gust': 6.13, 'speed': 5.67}, 'coord': {'lat': 10.346, 'lon': 107.0843}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:37:38.383603
87,"Bac Giang,VN","{'dt': 1759588635, 'id': 1591527, 'cod': 200, 'sys': {'sunset': 1759574445, 'country': 'VN', 'sunrise': 1759531621}, 'base': 'stations', 'main': {'temp': 26.86, 'humidity': 85, 'pressure': 1011, 'temp_max': 26.86, 'temp_min': 26.86, 'sea_level': 1011, 'feels_like': 29.87, 'grnd_level': 1010}, 'name': 'Bac Giang', 'wind': {'deg': 149, 'gust': 3.01, 'speed': 1.82}, 'coord': {'lat': 21.2667, 'lon': 106.2}, 'clouds': {'all': 38}, 'weather': [{'id': 802, 'icon': '03n', 'main': 'Clouds', 'description': 'mây rải rác'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:37:38.626853
88,"Bac Kan,VN","{'dt': 1759588658, 'id': 1591538, 'cod': 200, 'sys': {'sunset': 1759574516, 'country': 'VN', 'sunrise': 1759531726}, 'base': 'stations', 'main': {'temp': 24.18, 'humidity': 97, 'pressure': 1012, 'temp_max': 24.18, 'temp_min': 24.18, 'sea_level': 1012, 'feels_like': 25.19, 'grnd_level': 960}, 'name': 'Bac Kan', 'wind': {'deg': 235, 'gust': 0.15, 'speed': 0.21}, 'coord': {'lat': 22.1333, 'lon': 105.8333}, 'clouds': {'all': 5}, 'weather': [{'id': 800, 'icon': '01n', 'main': 'Clear', 'description': 'bầu trời quang đãng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:37:38.845833
89,"Bac Lieu,VN","{'dt': 1759588689, 'id': 1591474, 'cod': 200, 'sys': {'sunset': 1759574780, 'country': 'VN', 'sunrise': 1759531514}, 'base': 'stations', 'main': {'temp': 26.29, 'humidity': 85, 'pressure': 1012, 'temp_max': 26.29, 'temp_min': 26.29, 'sea_level': 1012, 'feels_like': 26.29, 'grnd_level': 1012}, 'name': 'Thành Phố Bạc Liêu', 'wind': {'deg': 261, 'gust': 3.12, 'speed': 2.63}, 'coord': {'lat': 9.285, 'lon': 105.7244}, 'clouds': {'all': 75}, 'weather': [{'id': 803, 'icon': '04n', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:09.291635
90,"Bac Ninh,VN","{'dt': 1759588689, 'id': 1591449, 'cod': 200, 'sys': {'sunset': 1759574483, 'country': 'VN', 'sunrise': 1759531655}, 'base': 'stations', 'main': {'temp': 26.75, 'humidity': 85, 'pressure': 1011, 'temp_max': 26.75, 'temp_min': 26.75, 'sea_level': 1011, 'feels_like': 29.6, 'grnd_level': 1010}, 'name': 'Bắc Ninh', 'wind': {'deg': 153, 'gust': 3.73, 'speed': 2.22}, 'coord': {'lat': 21.1833, 'lon': 106.05}, 'clouds': {'all': 20}, 'weather': [{'id': 801, 'icon': '02n', 'main': 'Clouds', 'description': 'mây thưa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:09.495932
91,"Ben Tre,VN","{'dt': 1759588636, 'id': 1587976, 'cod': 200, 'sys': {'sunset': 1759574605, 'country': 'VN', 'sunrise': 1759531372}, 'base': 'stations', 'main': {'temp': 26.04, 'humidity': 93, 'pressure': 1012, 'temp_max': 26.04, 'temp_min': 26.04, 'sea_level': 1012, 'feels_like': 26.04, 'grnd_level': 1012}, 'name': 'Ben Tre', 'wind': {'deg': 190, 'gust': 4.53, 'speed': 1.35}, 'coord': {'lat': 10.2333, 'lon': 106.3833}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:09.738945
92,"Quy Nhon,VN","{'dt': 1759588560, 'id': 1568574, 'cod': 200, 'sys': {'sunset': 1759573858, 'country': 'VN', 'sunrise': 1759530752}, 'base': 'stations', 'main': {'temp': 25.27, 'humidity': 89, 'pressure': 1012, 'temp_max': 25.27, 'temp_min': 25.27, 'sea_level': 1012, 'feels_like': 26.18, 'grnd_level': 1004}, 'name': 'Quy Nhơn', 'wind': {'deg': 217, 'gust': 2.86, 'speed': 2.34}, 'coord': {'lat': 13.7667, 'lon': 109.2333}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 2707}",2025-10-04 21:38:16.989186
93,"Thu Dau Mot,VN","{'dt': 1759588641, 'id': 1565022, 'cod': 200, 'sys': {'sunset': 1759574528, 'country': 'VN', 'sunrise': 1759531322}, 'base': 'stations', 'main': {'temp': 26.83, 'humidity': 88, 'pressure': 1012, 'temp_max': 26.83, 'temp_min': 26.83, 'sea_level': 1012, 'feels_like': 30.07, 'grnd_level': 1011}, 'name': 'Thu Dau Mot', 'wind': {'deg': 177, 'gust': 5.47, 'speed': 2.53}, 'coord': {'lat': 10.9667, 'lon': 106.65}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:17.228316
94,"Dong Xoai,VN","{'dt': 1759588690, 'id': 1582436, 'cod': 200, 'sys': {'sunset': 1759574454, 'country': 'VN', 'sunrise': 1759531268}, 'base': 'stations', 'main': {'temp': 25.51, 'humidity': 95, 'pressure': 1013, 'temp_max': 25.51, 'temp_min': 25.51, 'sea_level': 1013, 'feels_like': 26.6, 'grnd_level': 1000}, 'name': 'Đồng Xoài', 'wind': {'deg': 146, 'gust': 3.76, 'speed': 1.82}, 'coord': {'lat': 11.5333, 'lon': 106.9167}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:17.459381
95,"Phan Thiet,VN","{'dt': 1759588589, 'id': 1571058, 'cod': 200, 'sys': {'sunset': 1759574181, 'country': 'VN', 'sunrise': 1759530973}, 'base': 'stations', 'main': {'temp': 26.09, 'humidity': 86, 'pressure': 1013, 'temp_max': 26.09, 'temp_min': 26.09, 'sea_level': 1013, 'feels_like': 26.09, 'grnd_level': 1005}, 'name': 'Phan Thiết', 'wind': {'deg': 250, 'gust': 4.09, 'speed': 3.06}, 'coord': {'lat': 10.9333, 'lon': 108.1}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:17.774689
96,"Ca Mau,VN","{'dt': 1759588693, 'id': 1586443, 'cod': 200, 'sys': {'sunset': 1759574920, 'country': 'VN', 'sunrise': 1759531649}, 'base': 'stations', 'main': {'temp': 24.97, 'humidity': 89, 'pressure': 1012, 'temp_max': 24.97, 'temp_min': 24.97, 'sea_level': 1012, 'feels_like': 25.85, 'grnd_level': 1012}, 'name': 'Ca Mau', 'wind': {'deg': 235, 'gust': 1.36, 'speed': 1.37}, 'coord': {'lat': 9.1769, 'lon': 105.15}, 'clouds': {'all': 52}, 'weather': [{'id': 803, 'icon': '04n', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:18.001211
97,"Cao Bang,VN","{'dt': 1759588697, 'id': 1586185, 'cod': 200, 'sys': {'sunset': 1759574406, 'country': 'VN', 'sunrise': 1759531636}, 'base': 'stations', 'main': {'temp': 23.82, 'humidity': 95, 'pressure': 1012, 'temp_max': 23.82, 'temp_min': 23.82, 'sea_level': 1012, 'feels_like': 24.74, 'grnd_level': 961}, 'name': 'Thành Phố Cao Bằng', 'rain': {'1h': 0.56}, 'wind': {'deg': 54, 'gust': 0.51, 'speed': 0.29}, 'coord': {'lat': 22.6667, 'lon': 106.25}, 'clouds': {'all': 3}, 'weather': [{'id': 500, 'icon': '10n', 'main': 'Rain', 'description': 'mưa nhẹ'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:18.203252
98,"Buon Ma Thuot,VN","{'dt': 1759588560, 'id': 1586896, 'cod': 200, 'sys': {'sunset': 1759574162, 'country': 'VN', 'sunrise': 1759531016}, 'base': 'stations', 'main': {'temp': 21.72, 'humidity': 98, 'pressure': 1014, 'temp_max': 21.72, 'temp_min': 21.72, 'sea_level': 1014, 'feels_like': 22.51, 'grnd_level': 967}, 'name': 'Buôn Ma Thuột', 'wind': {'deg': 119, 'gust': 4.49, 'speed': 1.72}, 'coord': {'lat': 12.6667, 'lon': 108.05}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:18.382393
99,"Dien Bien Phu,VN","{'dt': 1759588698, 'id': 1583477, 'cod': 200, 'sys': {'sunset': 1759575206, 'country': 'VN', 'sunrise': 1759532387}, 'base': 'stations', 'main': {'temp': 24.46, 'humidity': 86, 'pressure': 1012, 'temp_max': 24.46, 'temp_min': 24.46, 'sea_level': 1012, 'feels_like': 25.21, 'grnd_level': 919}, 'name': 'Điện Biên Phủ', 'wind': {'deg': 119, 'gust': 0.54, 'speed': 0.49}, 'coord': {'lat': 21.3833, 'lon': 103.0167}, 'clouds': {'all': 76}, 'weather': [{'id': 803, 'icon': '04n', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:18.606732
100,"Bien Hoa,VN","{'dt': 1759588421, 'id': 1587923, 'cod': 200, 'sys': {'sunset': 1759574488, 'country': 'VN', 'sunrise': 1759531281}, 'base': 'stations', 'main': {'temp': 26.77, 'humidity': 88, 'pressure': 1012, 'temp_max': 26.77, 'temp_min': 26.77, 'sea_level': 1012, 'feels_like': 29.91, 'grnd_level': 1010}, 'name': 'Bien Hoa', 'wind': {'deg': 176, 'gust': 3.74, 'speed': 2.26}, 'coord': {'lat': 10.95, 'lon': 106.8167}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:18.927619
101,"Cao Lanh,VN","{'dt': 1759588596, 'id': 1586151, 'cod': 200, 'sys': {'sunset': 1759574781, 'country': 'VN', 'sunrise': 1759531556}, 'base': 'stations', 'main': {'temp': 26.8, 'humidity': 82, 'pressure': 1012, 'temp_max': 26.8, 'temp_min': 26.8, 'sea_level': 1012, 'feels_like': 29.47, 'grnd_level': 1012}, 'name': 'Cao Lanh', 'wind': {'deg': 213, 'gust': 6.71, 'speed': 2.77}, 'coord': {'lat': 10.45, 'lon': 105.6333}, 'clouds': {'all': 75}, 'weather': [{'id': 803, 'icon': '04n', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:19.148185
102,"Pleiku,VN","{'dt': 1759588506, 'id': 1569684, 'cod': 200, 'sys': {'sunset': 1759574150, 'country': 'VN', 'sunrise': 1759531052}, 'base': 'stations', 'main': {'temp': 19.97, 'humidity': 98, 'pressure': 1013, 'temp_max': 19.97, 'temp_min': 19.97, 'sea_level': 1013, 'feels_like': 20.58, 'grnd_level': 933}, 'name': 'Plây Cu', 'wind': {'deg': 259, 'gust': 4.47, 'speed': 1.29}, 'coord': {'lat': 13.9833, 'lon': 108}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:19.373233
103,"Ha Giang,VN","{'dt': 1759588699, 'id': 1581349, 'cod': 200, 'sys': {'sunset': 1759574706, 'country': 'VN', 'sunrise': 1759531943}, 'base': 'stations', 'main': {'temp': 25.34, 'humidity': 83, 'pressure': 1013, 'temp_max': 25.34, 'temp_min': 25.34, 'sea_level': 1013, 'feels_like': 26.1, 'grnd_level': 940}, 'name': 'Ha Giang', 'wind': {'deg': 249, 'gust': 0.78, 'speed': 0.81}, 'coord': {'lat': 22.8333, 'lon': 104.9833}, 'clouds': {'all': 68}, 'weather': [{'id': 803, 'icon': '04n', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:19.593385
104,"Phu Ly,VN","{'dt': 1759588698, 'id': 1570449, 'cod': 200, 'sys': {'sunset': 1759574528, 'country': 'VN', 'sunrise': 1759531676}, 'base': 'stations', 'main': {'temp': 26.55, 'humidity': 87, 'pressure': 1011, 'temp_max': 26.55, 'temp_min': 26.55, 'sea_level': 1011, 'feels_like': 26.55, 'grnd_level': 1009}, 'name': 'Thành Phố Phủ Lý', 'wind': {'deg': 196, 'gust': 1.19, 'speed': 1.17}, 'coord': {'lat': 20.5411, 'lon': 105.9139}, 'clouds': {'all': 20}, 'weather': [{'id': 801, 'icon': '02n', 'main': 'Clouds', 'description': 'mây thưa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:19.813682
105,"Ha Tinh,VN","{'dt': 1759588500, 'id': 1581047, 'cod': 200, 'sys': {'sunset': 1759574573, 'country': 'VN', 'sunrise': 1759531637}, 'base': 'stations', 'main': {'temp': 25.45, 'humidity': 89, 'pressure': 1011, 'temp_max': 25.45, 'temp_min': 25.45, 'sea_level': 1011, 'feels_like': 26.37, 'grnd_level': 1009}, 'name': 'Ha Tinh', 'wind': {'deg': 182, 'gust': 0.95, 'speed': 0.98}, 'coord': {'lat': 18.3333, 'lon': 105.9}, 'clouds': {'all': 87}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:20.026303
106,"Hai Duong,VN","{'dt': 1759588699, 'id': 1581326, 'cod': 200, 'sys': {'sunset': 1759574423, 'country': 'VN', 'sunrise': 1759531586}, 'base': 'stations', 'main': {'temp': 27.14, 'humidity': 87, 'pressure': 1011, 'temp_max': 27.14, 'temp_min': 27.14, 'sea_level': 1011, 'feels_like': 30.8, 'grnd_level': 1010}, 'name': 'Thành Phố Hải Dương', 'wind': {'deg': 124, 'gust': 3.14, 'speed': 2.41}, 'coord': {'lat': 20.9333, 'lon': 106.3167}, 'clouds': {'all': 13}, 'weather': [{'id': 801, 'icon': '02n', 'main': 'Clouds', 'description': 'mây thưa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:20.240895
107,"Vi Thanh,VN","{'dt': 1759588700, 'id': 1581188, 'cod': 200, 'sys': {'sunset': 1759574833, 'country': 'VN', 'sunrise': 1759531584}, 'base': 'stations', 'main': {'temp': 25.77, 'humidity': 88, 'pressure': 1012, 'temp_max': 25.77, 'temp_min': 25.77, 'sea_level': 1012, 'feels_like': 26.7, 'grnd_level': 1012}, 'name': 'Vi Thanh', 'wind': {'deg': 235, 'gust': 3.64, 'speed': 2.42}, 'coord': {'lat': 9.7835, 'lon': 105.4672}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:20.447365
108,"Hoa Binh,VN","{'dt': 1759588659, 'id': 1580830, 'cod': 200, 'sys': {'sunset': 1759574660, 'country': 'VN', 'sunrise': 1759531819}, 'base': 'stations', 'main': {'temp': 25.02, 'humidity': 90, 'pressure': 1012, 'temp_max': 25.02, 'temp_min': 25.02, 'sea_level': 1012, 'feels_like': 25.93, 'grnd_level': 980}, 'name': 'Thành Phố Hòa Bình', 'wind': {'deg': 187, 'gust': 1.32, 'speed': 1.4}, 'coord': {'lat': 20.8133, 'lon': 105.3383}, 'clouds': {'all': 17}, 'weather': [{'id': 801, 'icon': '02n', 'main': 'Clouds', 'description': 'mây thưa'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:20.660312
109,"Hung Yen,VN","{'dt': 1759588679, 'id': 1580142, 'cod': 200, 'sys': {'sunset': 1759574489, 'country': 'VN', 'sunrise': 1759531641}, 'base': 'stations', 'main': {'temp': 26.69, 'humidity': 87, 'pressure': 1011, 'temp_max': 26.69, 'temp_min': 26.69, 'sea_level': 1011, 'feels_like': 29.62, 'grnd_level': 1010}, 'name': 'Hung Yen', 'wind': {'deg': 160, 'gust': 1.38, 'speed': 1.31}, 'coord': {'lat': 20.65, 'lon': 106.0667}, 'clouds': {'all': 25}, 'weather': [{'id': 802, 'icon': '03n', 'main': 'Clouds', 'description': 'mây rải rác'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:20.895720
110,"Nha Trang,VN","{'dt': 1759588090, 'id': 1572151, 'cod': 200, 'sys': {'sunset': 1759573897, 'country': 'VN', 'sunrise': 1759530737}, 'base': 'stations', 'main': {'temp': 24.97, 'humidity': 81, 'pressure': 1012, 'temp_max': 24.97, 'temp_min': 24.97, 'sea_level': 1012, 'feels_like': 25.64, 'grnd_level': 1004}, 'name': 'Nha Trang', 'wind': {'deg': 304, 'gust': 2.58, 'speed': 2.15}, 'coord': {'lat': 12.25, 'lon': 109.1833}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:21.129199
111,"Rach Gia,VN","{'dt': 1759588701, 'id': 1568510, 'cod': 200, 'sys': {'sunset': 1759574921, 'country': 'VN', 'sunrise': 1759531681}, 'base': 'stations', 'main': {'temp': 27.71, 'humidity': 77, 'pressure': 1012, 'temp_max': 27.71, 'temp_min': 27.71, 'sea_level': 1012, 'feels_like': 30.99, 'grnd_level': 1012}, 'name': 'Rach Gia', 'wind': {'deg': 232, 'gust': 5.58, 'speed': 4.24}, 'coord': {'lat': 10.0167, 'lon': 105.0833}, 'clouds': {'all': 74}, 'weather': [{'id': 803, 'icon': '04n', 'main': 'Clouds', 'description': 'mây cụm'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:21.345665
112,"Kon Tum,VN","{'dt': 1759588637, 'id': 1578500, 'cod': 200, 'sys': {'sunset': 1759574143, 'country': 'VN', 'sunrise': 1759531059}, 'base': 'stations', 'main': {'temp': 20.55, 'humidity': 98, 'pressure': 1013, 'temp_max': 20.55, 'temp_min': 20.55, 'sea_level': 1013, 'feels_like': 21.22, 'grnd_level': 941}, 'name': 'Kon Tum', 'wind': {'deg': 41, 'gust': 0.14, 'speed': 0.18}, 'coord': {'lat': 14.35, 'lon': 108}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:21.555165
113,"Lai Chau,VN","{'dt': 1759588702, 'id': 1570815, 'cod': 200, 'sys': {'sunset': 1759575082, 'country': 'VN', 'sunrise': 1759532303}, 'base': 'stations', 'main': {'temp': 18.58, 'humidity': 95, 'pressure': 1013, 'temp_max': 18.58, 'temp_min': 18.58, 'sea_level': 1013, 'feels_like': 18.97, 'grnd_level': 890}, 'name': 'Lai Chau', 'wind': {'deg': 62, 'gust': 1.25, 'speed': 1.73}, 'coord': {'lat': 22.3997, 'lon': 103.4517}, 'clouds': {'all': 4}, 'weather': [{'id': 800, 'icon': '01n', 'main': 'Clear', 'description': 'bầu trời quang đãng'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:22.771327
114,"Da Lat,VN","{'dt': 1759588573, 'id': 1584071, 'cod': 200, 'sys': {'sunset': 1759574081, 'country': 'VN', 'sunrise': 1759530909}, 'base': 'stations', 'main': {'temp': 16.54, 'humidity': 96, 'pressure': 1016, 'temp_max': 16.54, 'temp_min': 16.54, 'sea_level': 1016, 'feels_like': 16.76, 'grnd_level': 859}, 'name': 'Ðà Lạt', 'wind': {'deg': 298, 'gust': 0.97, 'speed': 0.67}, 'coord': {'lat': 11.9465, 'lon': 108.4419}, 'clouds': {'all': 100}, 'weather': [{'id': 804, 'icon': '04n', 'main': 'Clouds', 'description': 'mây đen u ám'}], 'timezone': 25200, 'visibility': 10000}",2025-10-04 21:38:22.964137
